Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
Shaun of the Dead,2004,Edgar Wright,"['Simon Pegg', 'Nick Frost', 'Kate Ashfield', 'Lucy Davis', 'Dylan Moran', 'Penelope Wilton', 'Bill Nighy', 'Peter Serafinowicz', 'Jessica Hynes', 'Rafe Spall', 'Martin Freeman', 'Matt Lucas', 'Reece Shearsmith', 'Tamsin Greig', 'Julia Deakin', 'Steve Emerson', 'Nicola Cunningham', 'Arvind Doshi', 'Stuart Powell', 'Phyllis MacMahon', 'Patricia Franklin', 'Mark Donovan', 'Chris Martin', 'Jon Buckland', 'Vernon Kay', 'Trisha Goddard', 'Jeremy Thompson', 'Carol Barnes', 'Krishnan Guru-Murthy', 'Rob Butler', 'Keir Mills', 'Matt Jaynes', 'Gavin Ferguson', 'Horton Jupiter', 'Tim Baggaley', 'Finola Geraghty', 'Sonnell Dadral', 'Samantha Day', 'David Park', 'Robert Fitch', 'Sharon Gavin', 'Patch Connolly', 'Christopher Harwood', 'Nick Ewans', 'Alex Lutes', 'Keith Chegwin', 'Lucy Akhurst', 'Joe Cornish', 'Garth Jennings', 'Paul Kaye', 'Lauren Laverne', 'Michael Smiley', 'Paul Putner', 'Antonia Campbell-Hughes', 'Rob Brydon', 'Julia Davis', 'Mark Gatiss', 'Robert Popper', 'David Walliams', 'Peter Baynham', 'Edgar Wright', 'Nicholas Wilson', 'Kevin Wilson']",3.97,nan,"['Comedy', 'Horror']",99,['UK'],English,['English'],"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.","['WT² Productions', 'Big Talk Studios']",1331001,200817,432313,12000,1462,3921,3070,15185,18920,92561,129936,289425,121161,159859,835500,https://letterboxd.com/film/shaun-of-the-dead/,https://letterboxd.com//ok_cinema/films/page/17/
The Chorus,2004,Christophe Barratier,"['Gérard Jugnot', 'François Berléand', 'Kad Merad', 'Jean-Paul Bonnaire', 'Marie Bunel', 'Jean-Baptiste Maunier', 'Maxence Perrin', 'Grégory Gatignol', 'Thomas Blumenthal', 'Cyril Bernicot', 'Philippe du Janerand', 'Carole Weiss', 'Erick Desmarestz', 'Didier Flamand', 'Jacques Perrin', 'Simon Fargeot', 'Théodule Carré-Cassaigne', 'Armen Godel', 'Steve Gadler', 'Paul Chariéras', 'Monique Ditisheim', 'Fabrice Dubusset', 'Marielle Coubaillon', 'Violette Barratier', 'Christophe Borie']",3.97,4.0,['Drama'],97,"['France', 'Germany', 'Switzerland']",French,['French'],"In 1940s France, a new teacher at a school for disruptive boys gives hope and inspiration.","['Galatée Films', 'France 2 Cinéma', 'Novo Arturo Films', 'Vega Film', 'Miramax', 'CP Medien', 'Renn Productions', 'Pathé']",154190,20254,39137,2000,147,323,320,1482,2270,10623,15957,30435,10267,17879,89703,https://letterboxd.com/film/the-chorus/,https://letterboxd.com//ok_cinema/films/page/17/
Dawn of the Dead,2004,Zack Snyder,"['Sarah Polley', 'Ving Rhames', 'Jake Weber', 'Mekhi Phifer', 'Ty Burrell', 'Michael Kelly', 'Kevin Zegers', 'Michael Barry', 'Lindy Booth', 'Jayne Eastwood', 'Boyd Banks', 'Inna Korobkina', 'R.D. Reid', 'Kim Poirier', 'Matt Frewer', 'Louis Ferreira', 'Hannah Lochner', 'Bruce Bohne', 'Ermes Blarasin', 'Sanjay Talwar', 'Kim Roberts', 'Tim Post', 'Matt Sadowski-Austin', 'Philip DeWilde', 'Colm Magner', 'Luigia Zucaro', 'David Campbel', 'Phillip MacKenzie', 'Taso N. Stavrakis', 'Rorelee Tio', 'Malcolm Scott', 'Ioan Gruffudd', 'John Migliore', 'Cam Clarke', 'Geoff Williams', 'Mike Realba', 'David Campbell', 'Laura de Carteret', 'Georgia Craig', 'Tino Monte', 'Chris Gillett', 'Derek Keurvorst', 'Dan Duran', 'Neville Edwards', 'Sandy Jobin-Bevans', 'Natalie Brown', 'Liz West', 'Blu', 'Scott H. Reiniger', 'Tom Savini', 'Ken Foree', 'Darren Marsman', 'Zack Snyder']",3.41,nan,"['Horror', 'Science Fiction', 'Action']",101,"['Canada', 'France', 'Japan', 'USA']",English,['English'],"A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.","['New Amsterdam Entertainment', 'Strike Entertainment', 'TOHO-TOWA', 'Universal Pictures', 'Cruel & Unusual Films', 'TOHO', 'Metropolitan Filmexport', 'Senator International']",276046,53894,55850,732,717,1755,2014,8362,12262,42495,45980,42253,7550,9184,172572,https://letterboxd.com/film/dawn-of-the-dead-2004/,https://letterboxd.com//ok_cinema/films/page/17/
Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,"['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo', 'Elijah Wood', 'Tom Wilkinson', 'Jane Adams', 'David Cross', ""Deirdre O'Connell"", 'Thomas Jay Ryan', 'Ryan Whitney', 'Lola Daehler', 'Debbon Ayer', 'Gerry Robert Byrne', 'Brian Price', 'Josh Flitter', 'Paulie Litt', 'Amir Ali Said', 'Lauren Adler']",4.25,nan,"['Science Fiction', 'Romance', 'Drama']",108,['USA'],English,['English'],"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.","['Focus Features', 'Anonymous Content', 'This is that']",2805408,426794,1223435,133000,2793,8364,4568,29400,25231,145883,164649,532058,309844,716979,1939769,https://letterboxd.com/film/eternal-sunshine-of-the-spotless-mind/,https://letterboxd.com//ok_cinema/films/page/17/
Ghost in the Shell 2: Innocence,2004,Mamoru Oshii,"['Akio Otsuka', 'Koichi Yamadera', 'Atsuko Tanaka', 'Tamio Ohki', 'Yutaka Nakano', 'Hiroaki Hirata', 'Masaki Terasoma', 'Sumi Mutoh', 'Yuzuru Fujimoto', 'Sukekiyo Kameyama', 'Ryuji Nakagi', 'Fumihiko Tachiki', 'Minoru Hirano', 'Katsunosuke Hori', 'Naoto Takenaka', 'Hiroyuki Kinoshita', 'Yoshiko Sakakibara', 'Nanami Hinata', 'Gou Aoba', 'Eisuke Asakura', 'Emiko Fuku', 'Masao Harada', 'Eriko Kigawa', 'Shuji Kishida', 'Kenichi Mochizuki', 'Yasushi Niko', 'Yuu Sugimoto', 'Akeno Watanabe', 'Makoto Yasumura']",3.83,nan,"['Drama', 'Animation', 'Science Fiction']",100,['Japan'],Japanese,['Japanese'],"Cyborg detective Batou is assigned to investigate a series of murders committed by gynoids—doll-like cyborgs, which all malfunctioned, killed, then self-destructed afterwards. The brains of the gynoids initialize in order to protect their manufacturer's software, but in one gynoid, which Batou himself neutralized, one file remains: a voice speaking the phrase ""Help me.""","['Bandai Visual', 'Production I.G', 'dentsu', 'ITNDDTD', 'Kodansha', 'Studio Ghibli']",47895,14468,13351,345,64,145,211,872,1408,4603,6314,9266,3825,3995,30703,https://letterboxd.com/film/ghost-in-the-shell-2-innocence/,https://letterboxd.com//ok_cinema/films/page/17/
Kung Fu Hustle,2004,Stephen Chow Sing-Chi,"['Stephen Chow Sing-Chi', 'Yuen Qiu', 'Yuen Wah', 'Lam Tze-chung', 'Bruce Leung', 'Shengyi Huang', 'Danny Chan Kwok-kwan', 'Chi Ling Chiu', 'Xing Yu', 'Zhihua Dong', 'Tenky Tin Kai-Man', 'Lam Suet', 'Kang Xi Jia', 'Fung Hak-On', 'Feng Xiaogang', 'Yuen Cheung-Yan', 'Zhang Yibai', 'Jiarui Ren', 'Ding Xiaolong', 'Zhang Mingming', 'Oliver Wong Yui-Man', 'Kai Shi Chen', 'Wellson Chin Sing-Wai', 'He Wenhui', 'David Hung', 'Billy Ma', 'Hao Tian Yuan', 'Steven Fung Min-Hang', 'Yang Neng', 'Chao Xia Liu', 'Fan Tiantian', 'Alex Lam Chi-Sin', 'Wang Shi Ying']",3.97,3.5,"['Comedy', 'Fantasy', 'Crime', 'Action']",99,"['China', 'Hong Kong', 'USA']",Cantonese,['Cantonese'],"It's the 1940s, and the notorious Axe Gang terrorizes Shanghai. Small-time criminals Sing and Bone hope to join, but they only manage to make lots of very dangerous enemies. Fortunately for them, kung fu masters and hidden strength can be found in unlikely places. Now they just have to take on the entire Axe Gang.","['Star Overseas', 'China Film Co-Production Corp.', 'Huayi Brothers Pictures', 'Beijing Film Studio', 'China Film Group Corporation', 'Columbia Pictures', 'Sony Pictures Classics', 'CP Film Production Asia']",214421,37157,67543,3100,338,739,682,2723,3751,15287,23563,46061,18134,25057,136335,https://letterboxd.com/film/kung-fu-hustle/,https://letterboxd.com//ok_cinema/films/page/17/
Before Sunset,2004,Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff', 'Louise Lemoine Torrès', 'Rodolphe Pauly', 'Mariane Plasteig', 'Diabolo', 'Denis Evrard', 'Albert Delpy', 'Marie Pillet']",4.34,nan,"['Drama', 'Romance']",80,['USA'],English,"['English', 'French']","Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.","['Warner Independent Pictures', 'Castle Rock Entertainment', 'Detour Filmproduction']",771469,183865,301907,21000,816,1763,1104,6012,6684,35461,47464,140585,97830,201082,538801,https://letterboxd.com/film/before-sunset/,https://letterboxd.com//ok_cinema/films/page/17/
Saw,2004,James Wan,"['Cary Elwes', 'Leigh Whannell', 'Danny Glover', 'Monica Potter', 'Ken Leung', 'Makenzie Vega', 'Michael Emerson', 'Shawnee Smith', 'Dina Meyer', 'Tobin Bell', 'Alexandra Bokyun Chun', 'Mike Butters', 'Paul Gutrecht', 'Benito Martinez', 'Ned Bellamy', 'Avner Garbi', 'Hans Raith', 'Oren Koules']",3.64,nan,"['Crime', 'Mystery', 'Horror']",103,['USA'],English,['English'],"Two men wake up to find themselves shackled in a grimy, abandoned bathroom. As they struggle to comprehend their predicament, they discover a disturbing tape left behind by the sadistic mastermind known as Jigsaw. With a chilling voice and cryptic instructions, Jigsaw informs them that they must partake in a gruesome game in order to secure their freedom.","['Twisted Pictures', 'Evolution Entertainment', 'Saw Productions Inc.']",1141958,182514,282734,15000,2985,7998,5954,27831,32501,127397,141447,213372,55780,100712,715977,https://letterboxd.com/film/saw/,https://letterboxd.com//ok_cinema/films/page/17/
The Machinist,2004,Brad Anderson,"['Christian Bale', 'Jennifer Jason Leigh', 'Aitana Sánchez-Gijón', 'John Sharian', 'Michael Ironside', 'Lawrence Gilliard Jr.', 'Reg E. Cathey', 'Anna Massey', 'Matthew Romero Moore', 'Robert Long', 'Colin Stinton', 'Craig Stevenson', 'Ferran Lahoz', 'Jeremy Xido', 'Norman Bell', 'Nancy Crane', 'Richard Torrington', 'Buffy Davis', 'Reg Wilson', 'Ramon Camín', 'Christopher Hood', 'Marc Aspinall', 'Guillermo Ayesa', 'Daniel Ceren', 'Marta Rubio', 'Ewan Watson', 'Chike Johnson', 'Molly Malcolm', 'Jaume Mimó', 'Flora Álvarez', 'James DePaul']",3.76,nan,"['Thriller', 'Drama']",101,['Spain'],English,['English'],"Trevor, an insomniac lathe operator, experiences unusual occurrences at work and home. A strange man follows him everywhere, but no one else seems to notice him.","['Castelao Productions', 'Filmax']",430601,49912,95103,1600,345,1031,1192,6284,10280,43473,65629,93202,24327,23079,268842,https://letterboxd.com/film/the-machinist/,https://letterboxd.com//ok_cinema/films/page/17/
The Butterfly Effect,2004,"Eric Bress, J. Mackye Gruber","['Ashton Kutcher', 'Amy Smart', 'Melora Walters', 'Elden Henson', 'William Lee Scott', 'Eric Stoltz', 'Ethan Suplee', 'Logan Lerman', 'John Patrick Amedori', 'Irina Gorovaia', 'Kevin G. Schmidt', 'Jesse James', 'Nathaniel DeVeaux', 'Kevin Durand', 'Callum Keith Rennie', 'Cameron Bright', 'Lorena Gale', 'Kendall Cross', 'John Tierney', 'Ted Friend', 'John B. Lowe', 'Camille Sullivan', 'Tara Wilson', 'Jesse Hutch', 'Bill Croft', 'Kevan Ohtsji', 'Daniel Spink', 'Grant Thompson', 'Melanie Hall', 'Sam Easton', 'Jake Kaese', 'Sarah Widdows', 'Bret Aaron Knower', 'Amy Esterle', 'Jacqueline Stewart', 'Glenn Richards', 'Sadie Lawrence', 'Douglas Arthurs', 'Paul Lazenby', 'June B. Wilde', 'Kimani Ray Smith', 'Trevor Jones', 'Colby Chartrand', 'Shelly Schiavoni', 'Brandy Kopp', 'Chapelle Jaffe', 'Scott Swanson', 'David Cook', 'Magda Apanowicz', 'Garry Little', 'David Dasilma', 'Stan Edmonds', 'Cameron K. Smith', 'J. Jackson Kocela', 'Andrew Olcott', 'Riddle the Dog']",3.5,nan,"['Thriller', 'Science Fiction']",113,"['Canada', 'USA']",English,['English'],"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.","['FilmEngine', 'Katalyst Films', 'BenderSpink', 'New Line Cinema']",625548,59447,142838,9200,2170,5300,5315,18948,22047,66023,71143,97614,30434,58690,377684,https://letterboxd.com/film/the-butterfly-effect/,https://letterboxd.com//ok_cinema/films/page/17/
Cold Mountain,2003,Anthony Minghella,"['Jude Law', 'Nicole Kidman', 'Renée Zellweger', 'Eileen Atkins', 'Brendan Gleeson', 'Philip Seymour Hoffman', 'Natalie Portman', 'Giovanni Ribisi', 'Donald Sutherland', 'Ray Winstone', 'Kathy Baker', 'James Gammon', 'Charlie Hunnam', 'Jack White', 'Ethan Suplee', 'Jena Malone', 'Melora Walters', 'Lucas Black', 'Taryn Manning', 'Tom Aldredge', 'James Rebhorn', 'Emily Deschanel', 'Robin Mullins', 'Ben Allison', 'Trey Howell', 'Alex Hassell', 'Jay Tavare', 'William Boyer', 'Christopher Fennell', 'Erik Smith', 'Cillian Murphy', 'Richard Brake', 'Seán Gleeson', ""Rasool J'Han"", 'Hank Stone', 'Mark Jeffrey Miller', 'Afemo Omilami', 'Chet Dixon', 'Jamie Lee', 'Jen Apgar', 'Katherine Durio', 'Martin Pemberton', 'Leonard Woodcock', 'William Roberts', 'Dean Whitworth', 'Kristen Nicole LaPrade', 'Max Minghella', 'Christopher Blackmore']",3.42,nan,"['War', 'History', 'Romance', 'Adventure']",154,"['USA', 'UK', 'Romania', 'Italy']",English,['English'],"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.","['Miramax', 'Mirage Enterprises', 'Castel Film', 'Cattleya', 'Bona Fide Productions']",80473,14481,10563,159,188,547,580,2789,3749,11651,10232,8883,1908,2478,43005,https://letterboxd.com/film/cold-mountain/,https://letterboxd.com//ok_cinema/films/page/17/
Big Fish,2003,Tim Burton,"['Ewan McGregor', 'Albert Finney', 'Billy Crudup', 'Jessica Lange', 'Helena Bonham Carter', 'Alison Lohman', 'Robert Guillaume', 'Marion Cotillard', 'Matthew McGrory', 'David Denman', 'Missi Pyle', 'Loudon Wainwright III', 'Ada Tai', 'Arlene Tai', 'Steve Buscemi', 'Danny DeVito', 'Deep Roy', 'Perry Walston', 'Hailey Anne Nelson', 'Grayson Stone', 'R. Keith Harris', 'Karla Droege', 'Zac Gardner', 'John Lowell', 'Darrell Vanterpool', 'Miley Cyrus', 'Joseph Humphrey', 'Morgan Grace Jarrett', 'Sallie Hedrick', 'Charles McLawhorn', 'Frank Hoyt Taylor', 'Savanna James', 'Billy Redden', 'James DeForest Parker', 'Russell Hodgkinson', 'Don Young', 'Jayne Morgan', 'David Ramsey', 'Greg Hohn', 'Zach Hanner', 'George McArthur', 'Jeff Campbell', 'Lawrence Sykkmon', 'Bonnie Johnson', 'Howard Houston Jr.', 'Joanne Pankow', 'Trevor Gagnon', 'Jacob Radford', 'Karlos Walkes', 'Cathy Berry', 'John Fugate', 'Daniel Wallace', 'Metz Duites', 'Vincent J. Ybiernas', 'Barry C. Harvard', 'Edward Aldag', 'Michael Garnet Stewart', 'C. Alan Rawlins Sr.', 'Jake Brake', 'Bevin Kaye', 'L.C. Holt', 'Will Thomas']",3.9,4.0,"['Drama', 'Adventure', 'Fantasy']",125,['USA'],English,['English'],"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.","['Columbia Pictures', 'The Zanuck Company', 'Jinks/Cohen Company', 'Tim Burton Productions']",677115,97898,186988,12000,842,2303,1862,10325,12009,51889,64496,118644,43756,71304,377430,https://letterboxd.com/film/big-fish/,https://letterboxd.com//ok_cinema/films/page/17/
The Lord of the Rings: The Return of the King,2003,Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin', 'Andy Serkis', 'Dominic Monaghan', 'Billy Boyd', 'John Noble', 'David Wenham', 'Miranda Otto', 'Bernard Hill', 'John Rhys-Davies', 'Orlando Bloom', 'Hugo Weaving', 'Liv Tyler', 'Cate Blanchett', 'Karl Urban', 'Ian Holm', 'Sean Bean', 'Lawrence Makoare', 'Marton Csokas', 'Paul Norell', 'Noel Appleby', 'Sarah McLeod', 'Ali Astin', 'Maisy McLeod-Riera', 'David Aston', 'John Bach', 'Sadwyn Brophy', 'Alistair Browning', 'Richard Edge', 'Jason Fitch', 'Bruce Hopkins', 'Ian Hughes', 'Bret McKenzie', 'Bruce Phillips', 'Shane Rangi', 'Todd Rippon', 'Thomas Robins', 'Harry Sinclair', 'Peter Tait', 'Joel Tobeck', 'Stephen Ure', 'Sala Baker', 'Robert Pollock', 'Ross Duncan', 'Pete Smith', 'Jed Brophy', 'Lee Hartley', 'Billy Jackson', 'Katie Jackson', 'Alan Howard', 'Jane Abbott', 'Gino Acevedo', 'Aidan Bell', 'Jarl Benzon', 'Jørn Benzon', 'Emma Deakin', 'Michael Elsworth', 'Clint Elvy', 'Zo Hartley', 'Peter Jackson', 'Sandro Kopp', 'Andrew Lesnie', 'Joseph Mika-Hunt', 'Henry Mortensen', 'Craig Parker', 'Rick Porras', 'Christian Rivers', 'Michael Semanick', 'Howard Shore', 'John Stephenson', 'Richard Taylor', 'Royd Tolkien', 'Brad Dourif', 'Christopher Lee']",4.51,nan,"['Fantasy', 'Adventure', 'Action']",201,"['New Zealand', 'USA']",English,['English'],"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​","['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']",2215366,278534,772267,62000,1853,5033,1816,13469,10216,69245,65628,254268,197169,683517,1302214,https://letterboxd.com/film/the-lord-of-the-rings-the-return-of-the-king/,https://letterboxd.com//ok_cinema/films/page/17/
Oldboy,2003,Park Chan-wook,"['Choi Min-sik', 'Yoo Ji-tae', 'Kang Hye-jung', 'Kim Byeong-ok', 'Ji Dae-han', 'Oh Dal-su', 'Lee Seung-shin', 'Yoon Jin-seo', 'Oh Tae-kyung', 'Yoo Yeon-seok', 'You Il-han', 'Lee Young-hee', 'Kim Yeong-ae', 'Lee Mi-mi', 'Han Jae-duk', 'Kwak Jung-ae', 'Kim San', 'Jang Chae-soo', 'Im Seol-a', 'Syd Lim', 'Choi Chang-hak', 'Shin Bi-joon', 'Seong Seok-jae', 'Choi Jae-sup', 'Yoon Jin-yul', 'Mun Seong-bok', 'Park Jae-woong', 'Oh Soon-tae', 'Lee Hong-pyo', 'Park Geun-seok', 'Heo Myeong-haeng', 'Kim Won-jung', 'Park Sung-gyu', 'Lee Jung-pil', 'Han Seon-rang', 'Shin Beom-sik', 'Han Jung-ok', 'Baek Dong-hyun', 'Ju Myeong-cheol', 'Park Ji-hun', 'Choi Choon-beom', 'Seo Myeong-seok', 'Jeon Woo-jae', 'Cho Sang-kyung', 'Oh Young-joo', 'Lee Ji-hye', 'Ji Joong-hyun', 'Moon Sang-moo', 'Oh Kwang-rok', 'Lee Dae-yeon', 'Park Myung-shin', 'Kim Su-hyun', 'Yong-ih']",4.39,4.5,"['Thriller', 'Mystery', 'Drama', 'Action']",120,['South Korea'],Korean,['Korean'],"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.","['Show East', 'Egg Film', 'Cineclick Asia']",1213551,251930,454227,38000,2420,3556,2428,9440,10369,42609,67299,228171,198513,318069,882874,https://letterboxd.com/film/oldboy/,https://letterboxd.com//ok_cinema/films/page/17/
The Matrix Revolutions,2003,"Lilly Wachowski, Lana Wachowski","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Jada Pinkett Smith', 'Mary Alice', 'Harold Perrineau', 'Collin Chou', 'Harry Lennix', 'Ian Bliss', 'Lambert Wilson', 'Bruce Spence', 'Monica Bellucci', 'Nona Gaye', 'Anthony Zerbe', 'Tanveer K. Atwal', 'Helmut Bakaitis', 'Kate Beahan', 'Francine Bell', 'Rachel Blackman', 'Henry Blasingame', 'Matt Castelli', 'Essie Davis', 'David Bowers', 'Dion Horstmans', 'Lachy Hulme', 'Christopher Kirby', 'Peter Lamb', 'Nathaniel Lees', 'Robert Mammone', 'Joe Manning', 'Maurice Morgan', 'Tharini Mudaliar', 'Rene Naufahu', 'Robyn Nevin', ""Genevieve O'Reilly"", 'Kittrick Redmond', 'Rupert Reid', 'Kevin Michael Richardson', 'David Roberts', 'Richard Sydenham', 'Che Timmins', 'Gina Torres', 'Clayton Watson', 'Cornel West', 'Bernard White', 'Anthony Brandon Wong', 'Roy Jones Jr.']",3.08,nan,"['Thriller', 'Science Fiction', 'Adventure', 'Action']",129,['USA'],English,"['English', 'French']",The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,"['Village Roadshow Pictures', 'NPV Entertainment', 'Silver Pictures']",708942,61408,102489,378,3153,11137,12374,43341,47551,105410,59923,57464,12635,25124,378112,https://letterboxd.com/film/the-matrix-revolutions/,https://letterboxd.com//ok_cinema/films/page/17/
Infernal Affairs II,2003,"Alan Mak, Andrew Lau Wai-Keung","['Edison Chen', 'Shawn Yue', 'Eric Tsang-Chi Wai', 'Anthony Wong Chau-Sang', 'Francis Ng Chun-Yu', 'Carina Lau', 'Andrew Lin', 'Roy Cheung', 'Teddy Chan', 'Joe Cheung Tung-cho', 'Henry Fong Ping', 'Peter Ngor Chi-Kwan', 'Hu Jun', 'Arthur Wong Ngok-Tai', 'Chapman To', 'Wan Chi-Keung', 'Bey Logan', 'Kara Hui Ying-Hung', 'William Duen Wai-Lun', 'Chiu Chung-Yu', 'Liu Kai-Chi', 'Say Ping Yap', 'Kelly Fu', 'Frank Liu Zong-Ji']",3.68,4.0,"['Action', 'Crime', 'Thriller']",119,"['China', 'Hong Kong', 'Singapore']",Cantonese,"['Cantonese', 'English', 'Thai', 'Chinese']","In this prequel to the original, a bloody power struggle among the Triads coincides with the 1997 handover of Hong Kong, setting up the events of the first film.","['Media Asia', 'MediaCorp Raintree Pictures', 'Eastern Dragon Film Co.', 'Basic Pictures']",17345,6529,3449,19,8,35,54,259,526,2086,3140,4049,1087,848,12092,https://letterboxd.com/film/infernal-affairs-ii/,https://letterboxd.com//ok_cinema/films/page/17/
Kill Bill: Vol. 1,2003,Quentin Tarantino,"['Uma Thurman', 'Lucy Liu', 'Vivica A. Fox', 'Daryl Hannah', 'David Carradine', 'Michael Madsen', 'Julie Dreyfus', 'Chiaki Kuriyama', 'Sonny Chiba', 'Gordon Liu Chia-hui', 'Michael Parks', 'Michael Bowen', 'Jun Kunimura', 'Kenji Ohba', 'Yuki Kazamatsuri', 'James Parks', 'Sakichi Sato', 'Jonathan Loughran', 'Yoshiyuki Morishita', 'Tetsuro Shimaguchi', 'Kazuki Kitamura', 'Yoji Tanaka', 'Issey Takahashi', 'Sō Yamanaka', 'Juri Manase', 'Akaji Maro', 'Goro Daimon', 'Shun Sugata', 'Zhang Jinzhan', 'Hu Xiaohui', 'Ambrosia Kelley', 'Sachiko Fujii', 'Yoshiko Yamaguchi', 'Ronnie Yoshiko Fujiyama', 'Shu Lan Tuan', 'Ai Maeda', 'Naomi Kusumi', 'Hikaru Midorikawa']",4.2,nan,"['Crime', 'Action']",111,['USA'],English,"['English', 'Japanese', 'French']","An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.","['Miramax', 'A Band Apart', 'Super Cool ManChu']",2708236,331967,1038778,52000,2576,7719,4006,26187,22955,144641,165436,542465,271287,550423,1737695,https://letterboxd.com/film/kill-bill-vol-1/,https://letterboxd.com//ok_cinema/films/page/17/
"Spring, Summer, Fall, Winter... and Spring",2003,Kim Ki-duk,"['Oh Young-soo', 'Kim Ki-duk', 'Kim Young-min', 'Seo Jae-kyeong', 'Kim Jong-ho', 'Ha Yeo-jin', 'Kim Jung-young', 'Ji Dae-han', 'Choe Min', 'Park Ji-a', 'Song Min-young']",4.2,nan,['Drama'],103,"['South Korea', 'Germany']",Korean,['Korean'],"An isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.","['LJ Film', 'Korea Pictures', 'Cineclick Asia', 'Cinesoul', 'Mirae Asset Capital', 'Muhan Investment', 'Pandora Film']",74363,28607,22986,1300,196,287,224,713,941,3750,6429,15892,9816,11023,49271,https://letterboxd.com/film/spring-summer-fall-winter-and-spring/,https://letterboxd.com//ok_cinema/films/page/17/
